"search-number","evaluation","power-plants*","birth-rate*","polluting-rate*","planting-rate*","initial-population*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"1","500","18","0.09","5","0.08","50","10","5660.4","10","6269"
