"search-number","evaluation","power-plants*","birth-rate*","polluting-rate*","planting-rate*","initial-population*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"1","200","20","0.09","5","0.04","40","10","5591.7","10","5469.6"
